"","State","Year","PacksPerCapita","treated"
"609","North Dakota",1985,103.1999969,0
"610","Ohio",1985,126.6999969,0
"611","Oklahoma",1985,124.1999969,0
"612","Pennsylvania",1985,115.8000031,0
"613","Rhode Island",1985,133.3999939,0
"614","South Carolina",1985,125.4000015,0
"615","South Dakota",1985,104.4000015,0
"616","Tennessee",1985,128.6999969,0
"617","Texas",1985,115.9000015,0
"618","Utah",1985,66.5,0
"619","Vermont",1985,144.5,0
"620","Virginia",1985,134.6000061,0
"621","West Virginia",1985,109.0999985,0
"622","Wisconsin",1985,107,0
"623","Wyoming",1985,125.6999969,0
"624","California",1985,102.8000031,0
"625","Alabama",1986,116.3000031,0
"626","Arkansas",1986,126,0
"627","Colorado",1986,109.9000015,0
"628","Connecticut",1986,108.5,0
"629","Delaware",1986,142.3999939,0
"630","Georgia",1986,129,0
"631","Idaho",1986,96.69999695,0
"632","Illinois",1986,118.1999969,0
"633","Indiana",1986,137.6000061,0
"634","Iowa",1986,104.0999985,0
"635","Kansas",1986,109.4000015,0
"636","Kentucky",1986,179.8000031,0
"637","Louisiana",1986,121.1999969,0
"638","Maine",1986,119,0
"639","Minnesota",1986,104.3000031,0
"640","Mississippi",1986,113.1999969,0
"641","Missouri",1986,128.8000031,0
"642","Montana",1986,97.80000305,0
"643","Nebraska",1986,103.0999985,0
"644","Nevada",1986,142.6000061,0
"645","New Hampshire",1986,195.8999939,0
"646","New Mexico",1986,88.19999695,0
"647","North Carolina",1986,154.3999939,0
"648","North Dakota",1986,99.80000305,0
"649","Ohio",1986,126.3000031,0
"650","Oklahoma",1986,119.9000015,0
"651","Pennsylvania",1986,113.9000015,0
"652","Rhode Island",1986,136.3000031,0
"653","South Carolina",1986,126.5999985,0
"654","South Dakota",1986,97,0
"655","Tennessee",1986,129,0
"656","Texas",1986,113.6999969,0
"657","Utah",1986,64.40000153,0
"658","Vermont",1986,131.1999969,0
"659","Virginia",1986,135.8000031,0
"660","West Virginia",1986,112.0999985,0
"661","Wisconsin",1986,105.4000015,0
"662","Wyoming",1986,124.8000031,0
"663","California",1986,99.69999695,0
"664","Alabama",1987,114,0
"665","Arkansas",1987,122.3000031,0
"666","Colorado",1987,102.4000015,0
"667","Connecticut",1987,109,0
"668","Delaware",1987,141,0
"669","Georgia",1987,129.3000031,0
"670","Idaho",1987,95,0
"671","Illinois",1987,109.5,0
"672","Indiana",1987,134,0
"673","Iowa",1987,101.0999985,0
"674","Kansas",1987,105.1999969,0
"675","Kentucky",1987,171.1999969,0
"676","Louisiana",1987,116.5,0
"677","Maine",1987,125,0
"678","Minnesota",1987,108.8000031,0
"679","Mississippi",1987,110,0
"680","Missouri",1987,128.6999969,0
"681","Montana",1987,91.69999695,0
"682","Nebraska",1987,101.3000031,0
"683","Nevada",1987,147.6999969,0
"684","New Hampshire",1987,195.1000061,0
"685","New Mexico",1987,82.30000305,0
"686","North Carolina",1987,150.5,0
"687","North Dakota",1987,92.30000305,0
"688","Ohio",1987,124.5999985,0
"689","Oklahoma",1987,113.0999985,0
"690","Pennsylvania",1987,110.5999985,0
"691","Rhode Island",1987,124.4000015,0
"692","South Carolina",1987,126.5999985,0
"693","South Dakota",1987,95.80000305,0
"694","Tennessee",1987,130.6000061,0
"695","Texas",1987,105.8000031,0
"696","Utah",1987,67.69999695,0
"697","Vermont",1987,128.3000031,0
"698","Virginia",1987,133,0
"699","West Virginia",1987,107.5,0
"700","Wisconsin",1987,106,0
"701","Wyoming",1987,110.4000015,0
"702","California",1987,97.5,0
"703","Alabama",1988,112.0999985,0
"704","Arkansas",1988,121.5,0
"705","Colorado",1988,94.59999847,0
"706","Connecticut",1988,104.8000031,0
"707","Delaware",1988,137.1000061,0
"708","Georgia",1988,124.0999985,0
"709","Idaho",1988,84.5,0
"710","Illinois",1988,107.5999985,0
"711","Indiana",1988,134,0
"712","Iowa",1988,100.1999969,0
"713","Kansas",1988,103.1999969,0
"714","Kentucky",1988,173.1999969,0
"715","Louisiana",1988,110.9000015,0
"716","Maine",1988,125,0
"717","Minnesota",1988,94.09999847,0
"718","Mississippi",1988,109,0
"719","Missouri",1988,127.4000015,0
"720","Montana",1988,87.09999847,0
"721","Nebraska",1988,92.90000153,0
"722","Nevada",1988,141.8999939,0
"723","New Hampshire",1988,180.3999939,0
"724","New Mexico",1988,77.69999695,0
"725","North Carolina",1988,146,0
"726","North Dakota",1988,87.09999847,0
"727","Ohio",1988,122.4000015,0
"728","Oklahoma",1988,103.5999985,0
"729","Pennsylvania",1988,107.5999985,0
"730","Rhode Island",1988,138,0
"731","South Carolina",1988,124.4000015,0
"732","South Dakota",1988,91.90000153,0
"733","Tennessee",1988,125.3000031,0
"734","Texas",1988,96.5,0
"735","Utah",1988,55,0
"736","Vermont",1988,128.6999969,0
"737","Virginia",1988,129.5,0
"738","West Virginia",1988,109.0999985,0
"739","Wisconsin",1988,102.5999985,0
"740","Wyoming",1988,114.3000031,0
"741","California",1988,90.09999847,0
"742","Alabama",1989,105.5999985,0
"743","Arkansas",1989,118.3000031,0
"744","Colorado",1989,88.80000305,0
"745","Connecticut",1989,100.5999985,0
"746","Delaware",1989,131.6999969,0
"747","Georgia",1989,117.0999985,0
"748","Idaho",1989,78.40000153,0
"749","Illinois",1989,104.5999985,0
"750","Indiana",1989,132.5,0
"751","Iowa",1989,94.40000153,0
"752","Kansas",1989,96.5,0
"753","Kentucky",1989,171.6000061,0
"754","Louisiana",1989,103.5999985,0
"755","Maine",1989,122.4000015,0
"756","Minnesota",1989,92.30000305,0
"757","Mississippi",1989,108.3000031,0
"758","Missouri",1989,122.8000031,0
"759","Montana",1989,86.19999695,0
"760","Nebraska",1989,93.80000305,0
"761","Nevada",1989,137.8999939,0
"762","New Hampshire",1989,172.8999939,0
"763","New Mexico",1989,74.40000153,0
"764","North Carolina",1989,139.3000031,0
"765","North Dakota",1989,84.09999847,0
"766","Ohio",1989,118.5999985,0
"767","Oklahoma",1989,97.5,0
"768","Pennsylvania",1989,107.0999985,0
"769","Rhode Island",1989,120.8000031,0
"770","South Carolina",1989,122.4000015,0
"771","South Dakota",1989,87.40000153,0
"772","Tennessee",1989,124.6999969,0
"773","Texas",1989,94.5,0
"774","Utah",1989,57,0
"775","Vermont",1989,120.9000015,0
"776","Virginia",1989,122.5,0
"777","West Virginia",1989,104,0
"778","Wisconsin",1989,100.3000031,0
"779","Wyoming",1989,111.4000015,0
"780","California",1989,82.40000153,1
"781","Alabama",1990,108.5999985,0
"782","Arkansas",1990,113.0999985,0
"783","Colorado",1990,87.40000153,0
"784","Connecticut",1990,91.5,0
"785","Delaware",1990,127.1999969,0
"786","Georgia",1990,113.8000031,0
"787","Idaho",1990,90.09999847,0
"788","Illinois",1990,94.09999847,0
"789","Indiana",1990,128.3000031,0
"790","Iowa",1990,95.40000153,0
"791","Kansas",1990,94.30000305,0
"792","Kentucky",1990,182.5,0
"793","Louisiana",1990,101.5,0
"794","Maine",1990,117.5,0
"795","Minnesota",1990,90.69999695,0
"796","Mississippi",1990,101.8000031,0
"797","Missouri",1990,119.0999985,0
"798","Montana",1990,84.69999695,0
"799","Nebraska",1990,89.90000153,0
"800","Nevada",1990,137.3000031,0
"801","New Hampshire",1990,152.3999939,0
"802","New Mexico",1990,70.80000305,0
"803","North Carolina",1990,133.6999969,0
"804","North Dakota",1990,77.09999847,0
"805","Ohio",1990,115.5,0
"806","Oklahoma",1990,88.40000153,0
"807","Pennsylvania",1990,101.3000031,0
"808","Rhode Island",1990,101.4000015,0
"809","South Carolina",1990,118.5999985,0
"810","South Dakota",1990,88.30000305,0
"811","Tennessee",1990,121.8000031,0
"812","Texas",1990,85.59999847,0
"813","Utah",1990,53.40000153,0
"814","Vermont",1990,124.3000031,0
"815","Virginia",1990,118.9000015,0
"816","West Virginia",1990,104.0999985,0
"817","Wisconsin",1990,94,0
"818","Wyoming",1990,96.90000153,0
"819","California",1990,77.80000305,1
"820","Alabama",1991,107.9000015,0
"821","Arkansas",1991,116.8000031,0
"822","Colorado",1991,90.19999695,0
"823","Connecticut",1991,86.69999695,0
"824","Delaware",1991,118.8000031,0
"825","Georgia",1991,109.5999985,0
"826","Idaho",1991,85.40000153,0
"827","Illinois",1991,96.09999847,0
"828","Indiana",1991,127.1999969,0
"829","Iowa",1991,97.09999847,0
"830","Kansas",1991,91.80000305,0
"831","Kentucky",1991,170.3999939,0
"832","Louisiana",1991,107.1999969,0
"833","Maine",1991,116.0999985,0
"834","Minnesota",1991,86.19999695,0
"835","Mississippi",1991,105.5999985,0
"836","Missouri",1991,119.9000015,0
"837","Montana",1991,82.90000153,0
"838","Nebraska",1991,92.40000153,0
"839","Nevada",1991,115.5,0
"840","New Hampshire",1991,144.8000031,0
"841","New Mexico",1991,69.90000153,0
"842","North Carolina",1991,132.6999969,0
"843","North Dakota",1991,85.19999695,0
"844","Ohio",1991,113.1999969,0
"845","Oklahoma",1991,87.80000305,0
"846","Pennsylvania",1991,102.5,0
"847","Rhode Island",1991,103.5999985,0
"848","South Carolina",1991,121.5,0
"849","South Dakota",1991,91.80000305,0
"850","Tennessee",1991,120.5999985,0
"851","Texas",1991,79.40000153,0
"852","Utah",1991,53.5,0
"853","Vermont",1991,120.9000015,0
"854","Virginia",1991,109.0999985,0
"855","West Virginia",1991,100.0999985,0
"856","Wisconsin",1991,95.5,0
"857","Wyoming",1991,109.0999985,0
"858","California",1991,68.69999695,1
"859","Alabama",1992,109.0999985,0
"860","Arkansas",1992,126,0
"861","Colorado",1992,88.30000305,0
"862","Connecticut",1992,83.5,0
"863","Delaware",1992,120,0
"864","Georgia",1992,109.1999969,0
"865","Idaho",1992,85.09999847,0
"866","Illinois",1992,94.80000305,0
"867","Indiana",1992,128.1999969,0
"868","Iowa",1992,95.19999695,0
"869","Kansas",1992,90,0
"870","Kentucky",1992,167.6000061,0
"871","Louisiana",1992,108.5,0
"872","Maine",1992,114.5,0
"873","Minnesota",1992,83.80000305,0
"874","Mississippi",1992,103.9000015,0
"875","Missouri",1992,122.3000031,0
"876","Montana",1992,86.59999847,0
"877","Nebraska",1992,90.59999847,0
"878","Nevada",1992,110,0
"879","New Hampshire",1992,143.6999969,0
"880","New Mexico",1992,71.40000153,0
"881","North Carolina",1992,128.8999939,0
"882","North Dakota",1992,74.30000305,0
"883","Ohio",1992,112.3000031,0
"884","Oklahoma",1992,86.30000305,0
"885","Pennsylvania",1992,96.19999695,0
"886","Rhode Island",1992,100.0999985,0
"887","South Carolina",1992,112.8000031,0
"888","South Dakota",1992,93,0
"889","Tennessee",1992,121,0
"890","Texas",1992,77.19999695,0
"891","Utah",1992,55,0
"892","Vermont",1992,126.5,0
"893","Virginia",1992,108.1999969,0
"894","West Virginia",1992,97.90000153,0
"895","Wisconsin",1992,96.19999695,0
"896","Wyoming",1992,110.8000031,0
"897","California",1992,67.5,1
"898","Alabama",1993,108.5,0
"899","Arkansas",1993,113.8000031,0
"900","Colorado",1993,88.59999847,0
"901","Connecticut",1993,79.09999847,0
"902","Delaware",1993,123.8000031,0
"903","Georgia",1993,109.1999969,0
"904","Idaho",1993,86.69999695,0
"905","Illinois",1993,94.59999847,0
"906","Indiana",1993,126.8000031,0
"907","Iowa",1993,92.5,0
"908","Kansas",1993,89.90000153,0
"909","Kentucky",1993,167.6000061,0
"910","Louisiana",1993,106.1999969,0
"911","Maine",1993,108.5,0
"912","Minnesota",1993,81.59999847,0
"913","Mississippi",1993,105.4000015,0
"914","Missouri",1993,121.5999985,0
"915","Montana",1993,86,0
"916","Nebraska",1993,91.09999847,0
"917","Nevada",1993,108.0999985,0
"918","New Hampshire",1993,148.8999939,0
"919","New Mexico",1993,69,0
"920","North Carolina",1993,129.6999969,0
"921","North Dakota",1993,83,0
"922","Ohio",1993,108.9000015,0
"923","Oklahoma",1993,86.19999695,0
"924","Pennsylvania",1993,94.69999695,0
"925","Rhode Island",1993,94.09999847,0
"926","South Carolina",1993,115.1999969,0
"927","South Dakota",1993,91.59999847,0
"928","Tennessee",1993,120.8000031,0
"929","Texas",1993,81.30000305,0
"930","Utah",1993,56.20000076,0
"931","Vermont",1993,117.1999969,0
"932","Virginia",1993,105.4000015,0
"933","West Virginia",1993,111,0
"934","Wisconsin",1993,91.19999695,0
"935","Wyoming",1993,108.4000015,0
"936","California",1993,63.40000153,1
"937","Alabama",1994,107.0999985,0
"938","Arkansas",1994,108.8000031,0
"939","Colorado",1994,89.09999847,0
"940","Connecticut",1994,76.59999847,0
"941","Delaware",1994,126.0999985,0
"942","Georgia",1994,107.8000031,0
"943","Idaho",1994,93,0
"944","Illinois",1994,85.69999695,0
"945","Indiana",1994,128.1999969,0
"946","Iowa",1994,93.40000153,0
"947","Kansas",1994,89.09999847,0
"948","Kentucky",1994,170.1000061,0
"949","Louisiana",1994,105.3000031,0
"950","Maine",1994,101.5999985,0
"951","Minnesota",1994,83.40000153,0
"952","Mississippi",1994,106,0
"953","Missouri",1994,119.4000015,0
"954","Montana",1994,88.19999695,0
"955","Nebraska",1994,85.90000153,0
"956","Nevada",1994,105.1999969,0
"957","New Hampshire",1994,153.8000031,0
"958","New Mexico",1994,68.19999695,0
"959","North Carolina",1994,112.6999969,0
"960","North Dakota",1994,81,0
"961","Ohio",1994,108.5999985,0
"962","Oklahoma",1994,104.8000031,0
"963","Pennsylvania",1994,95.40000153,0
"964","Rhode Island",1994,91.90000153,0
"965","South Carolina",1994,112.1999969,0
"966","South Dakota",1994,94.80000305,0
"967","Tennessee",1994,118.8000031,0
"968","Texas",1994,78.80000305,0
"969","Utah",1994,55.79999924,0
"970","Vermont",1994,120.3000031,0
"971","Virginia",1994,106.1999969,0
"972","West Virginia",1994,104.1999969,0
"973","Wisconsin",1994,91.80000305,0
"974","Wyoming",1994,111.1999969,0
"975","California",1994,58.59999847,1
"976","Alabama",1995,102.5999985,0
"977","Arkansas",1995,113,0
"978","Colorado",1995,85.40000153,0
"979","Connecticut",1995,79.30000305,0
"980","Delaware",1995,127.1999969,0
"981","Georgia",1995,100.3000031,0
"982","Idaho",1995,78.19999695,0
"983","Illinois",1995,84.30000305,0
"984","Indiana",1995,135.3999939,0
"985","Iowa",1995,93,0
"986","Kansas",1995,90.09999847,0
"987","Kentucky",1995,175.3000031,0
"988","Louisiana",1995,105.6999969,0
"989","Maine",1995,102.3000031,0
"990","Minnesota",1995,84.09999847,0
"991","Mississippi",1995,107.5,0
"992","Missouri",1995,124,0
"993","Montana",1995,90.5,0
"994","Nebraska",1995,88.5,0
"995","Nevada",1995,100.9000015,0
"996","New Hampshire",1995,158.5,0
"997","New Mexico",1995,67,0
"998","North Carolina",1995,124.9000015,0
"999","North Dakota",1995,80.59999847,0
"1000","Ohio",1995,111.6999969,0
"1001","Oklahoma",1995,109.5,0
"1002","Pennsylvania",1995,95.40000153,0
"1003","Rhode Island",1995,90.80000305,0
"1004","South Carolina",1995,109.1999969,0
"1005","South Dakota",1995,98.59999847,0
"1006","Tennessee",1995,125.4000015,0
"1007","Texas",1995,75.19999695,0
"1008","Utah",1995,52,0
"1009","Vermont",1995,123.1999969,0
"1010","Virginia",1995,106.6999969,0
"1011","West Virginia",1995,115.1999969,0
"1012","Wisconsin",1995,93.5,0
"1013","Wyoming",1995,115,0
"1014","California",1995,56.40000153,1
"1015","Alabama",1996,101.4000015,0
"1016","Arkansas",1996,110.6999969,0
"1017","Colorado",1996,83.09999847,0
"1018","Connecticut",1996,76,0
"1019","Delaware",1996,128.3000031,0
"1020","Georgia",1996,102.6999969,0
"1021","Idaho",1996,73.59999847,0
"1022","Illinois",1996,81.80000305,0
"1023","Indiana",1996,135.1000061,0
"1024","Iowa",1996,94,0
"1025","Kansas",1996,88.69999695,0
"1026","Kentucky",1996,179,0
"1027","Louisiana",1996,106.8000031,0
"1028","Maine",1996,100,0
"1029","Minnesota",1996,81.69999695,0
"1030","Mississippi",1996,106.9000015,0
"1031","Missouri",1996,124.0999985,0
"1032","Montana",1996,87.30000305,0
"1033","Nebraska",1996,86.19999695,0
"1034","Nevada",1996,99,0
"1035","New Hampshire",1996,158,0
"1036","New Mexico",1996,65.69999695,0
"1037","North Carolina",1996,129.6999969,0
"1038","North Dakota",1996,80.80000305,0
"1039","Ohio",1996,107.5999985,0
"1040","Oklahoma",1996,110.8000031,0
"1041","Pennsylvania",1996,93.30000305,0
"1042","Rhode Island",1996,87.5,0
"1043","South Carolina",1996,102.9000015,0
"1044","South Dakota",1996,92.30000305,0
"1045","Tennessee",1996,119.1999969,0
"1046","Texas",1996,74.59999847,0
"1047","Utah",1996,54,0
"1048","Vermont",1996,102.5,0
"1049","Virginia",1996,104.5999985,0
"1050","West Virginia",1996,112.6999969,0
"1051","Wisconsin",1996,92.09999847,0
"1052","Wyoming",1996,110.3000031,0
"1053","California",1996,54.5,1
"1054","Alabama",1997,104.9000015,0
"1055","Arkansas",1997,108.6999969,0
"1056","Colorado",1997,81.30000305,0
"1057","Connecticut",1997,75.90000153,0
"1058","Delaware",1997,124.0999985,0
"1059","Georgia",1997,100.5999985,0
"1060","Idaho",1997,75,0
"1061","Illinois",1997,79.59999847,0
"1062","Indiana",1997,135.3000031,0
"1063","Iowa",1997,93.90000153,0
"1064","Kansas",1997,89.19999695,0
"1065","Kentucky",1997,186.8000031,0
"1066","Louisiana",1997,105.3000031,0
"1067","Maine",1997,101.0999985,0
"1068","Minnesota",1997,84.09999847,0
"1069","Mississippi",1997,106.3000031,0
"1070","Missouri",1997,120.5999985,0
"1071","Montana",1997,88.90000153,0
"1072","Nebraska",1997,85.5,0
"1073","Nevada",1997,95.59999847,0
"1074","New Hampshire",1997,174.3999939,0
"1075","New Mexico",1997,61.79999924,0
"1076","North Carolina",1997,125.5999985,0
"1077","North Dakota",1997,77.5,0
"1078","Ohio",1997,108.5999985,0
"1079","Oklahoma",1997,111.8000031,0
"1080","Pennsylvania",1997,92.90000153,0
"1081","Rhode Island",1997,90,0
"1082","South Carolina",1997,124.5,0
"1083","South Dakota",1997,88.80000305,0
"1084","Tennessee",1997,118.9000015,0
"1085","Texas",1997,72.59999847,0
"1086","Utah",1997,57,0
"1087","Vermont",1997,97.69999695,0
"1088","Virginia",1997,108,0
"1089","West Virginia",1997,114.5,0
"1090","Wisconsin",1997,91.90000153,0
"1091","Wyoming",1997,108.8000031,0
"1092","California",1997,53.79999924,1
"1093","Alabama",1998,106.1999969,0
"1094","Arkansas",1998,109.5,0
"1095","Colorado",1998,81.19999695,0
"1096","Connecticut",1998,75.5,0
"1097","Delaware",1998,132.8000031,0
"1098","Georgia",1998,100.5,0
"1099","Idaho",1998,78.90000153,0
"1100","Illinois",1998,80.30000305,0
"1101","Indiana",1998,135.8999939,0
"1102","Iowa",1998,94,0
"1103","Kansas",1998,87.59999847,0
"1104","Kentucky",1998,171.3000031,0
"1105","Louisiana",1998,103.1999969,0
"1106","Maine",1998,94.5,0
"1107","Minnesota",1998,83.19999695,0
"1108","Mississippi",1998,107,0
"1109","Missouri",1998,120.0999985,0
"1110","Montana",1998,89.09999847,0
"1111","Nebraska",1998,83.09999847,0
"1112","Nevada",1998,102.4000015,0
"1113","New Hampshire",1998,173.8000031,0
"1114","New Mexico",1998,62.59999847,0
"1115","North Carolina",1998,126,0
"1116","North Dakota",1998,79.09999847,0
"1117","Ohio",1998,106.4000015,0
"1118","Oklahoma",1998,112.1999969,0
"1119","Pennsylvania",1998,92.09999847,0
"1120","Rhode Island",1998,88.69999695,0
"1121","South Carolina",1998,126.9000015,0
"1122","South Dakota",1998,88.30000305,0
"1123","Tennessee",1998,119.6999969,0
"1124","Texas",1998,73.19999695,0
"1125","Utah",1998,42.29999924,0
"1126","Vermont",1998,97,0
"1127","Virginia",1998,105.5999985,0
"1128","West Virginia",1998,114.5999985,0
"1129","Wisconsin",1998,88.69999695,0
"1130","Wyoming",1998,102.9000015,0
"1131","California",1998,52.29999924,1
"1132","Alabama",1999,100.6999969,0
"1133","Arkansas",1999,104.8000031,0
"1134","Colorado",1999,79.59999847,0
"1135","Connecticut",1999,73.40000153,0
"1136","Delaware",1999,139.5,0
"1137","Georgia",1999,97.09999847,0
"1138","Idaho",1999,75.09999847,0
"1139","Illinois",1999,72.19999695,0
"1140","Indiana",1999,133.3000031,0
"1141","Iowa",1999,91.69999695,0
"1142","Kansas",1999,83.30000305,0
"1143","Kentucky",1999,165.3000031,0
"1144","Louisiana",1999,101,0
"1145","Maine",1999,85.5,0
"1146","Minnesota",1999,80.69999695,0
"1147","Mississippi",1999,103.9000015,0
"1148","Missouri",1999,118,0
"1149","Montana",1999,82.59999847,0
"1150","Nebraska",1999,86.59999847,0
"1151","Nevada",1999,103.9000015,0
"1152","New Hampshire",1999,171.6999969,0
"1153","New Mexico",1999,59.70000076,0
"1154","North Carolina",1999,113.0999985,0
"1155","North Dakota",1999,74.69999695,0
"1156","Ohio",1999,104,0
"1157","Oklahoma",1999,111.4000015,0
"1158","Pennsylvania",1999,91.09999847,0
"1159","Rhode Island",1999,86.90000153,0
"1160","South Carolina",1999,109.4000015,0
"1161","South Dakota",1999,83.5,0
"1162","Tennessee",1999,115.5999985,0
"1163","Texas",1999,67.59999847,0
"1164","Utah",1999,43.90000153,0
"1165","Vermont",1999,94.09999847,0
"1166","Virginia",1999,102.0999985,0
"1167","West Virginia",1999,112.4000015,0
"1168","Wisconsin",1999,84.40000153,0
"1169","Wyoming",1999,104.8000031,0
"1170","California",1999,47.20000076,1
"1171","Alabama",2000,96.19999695,0
"1172","Arkansas",2000,99.40000153,0
"1173","Colorado",2000,73,0
"1174","Connecticut",2000,71.40000153,0
"1175","Delaware",2000,140.6999969,0
"1176","Georgia",2000,88.40000153,0
"1177","Idaho",2000,66.90000153,0
"1178","Illinois",2000,70,0
"1179","Indiana",2000,125.5,0
"1180","Iowa",2000,88.90000153,0
"1181","Kansas",2000,79.80000305,0
"1182","Kentucky",2000,156.1999969,0
"1183","Louisiana",2000,104.3000031,0
"1184","Maine",2000,82.90000153,0
"1185","Minnesota",2000,76,0
"1186","Mississippi",2000,97.19999695,0
"1187","Missouri",2000,113.8000031,0
"1188","Montana",2000,75.5,0
"1189","Nebraska",2000,77.59999847,0
"1190","Nevada",2000,93.19999695,0
"1191","New Hampshire",2000,147.3000031,0
"1192","New Mexico",2000,53.79999924,0
"1193","North Carolina",2000,109,0
"1194","North Dakota",2000,72.5,0
"1195","Ohio",2000,99.90000153,0
"1196","Oklahoma",2000,108.9000015,0
"1197","Pennsylvania",2000,87.90000153,0
"1198","Rhode Island",2000,83.09999847,0
"1199","South Carolina",2000,103.9000015,0
"1200","South Dakota",2000,75.09999847,0
"1201","Tennessee",2000,108.6999969,0
"1202","Texas",2000,69.30000305,0
"1203","Utah",2000,40.70000076,0
"1204","Vermont",2000,88.90000153,0
"1205","Virginia",2000,96.69999695,0
"1206","West Virginia",2000,107.9000015,0
"1207","Wisconsin",2000,80.09999847,0
"1208","Wyoming",2000,90.5,0
"1209","California",2000,41.59999847,1
